ID,Edad,Ciudad,Puntaje,Ingreso
7723,57,Puebla,86,31095
7724,55,Puebla,68,15426
7725,60,CDMX,72,12617
7726,36,CDMX,84,45850
7727,53,Toluca,99,45347
7728,50,CDMX,55,18922
7729,30,Toluca,55,30511
7730,31,Monterrey,86,44224
7731,50,Monterrey,79,30394
7732,46,CDMX,50,33143
7733,60,Monterrey,57,7439
7734,53,Guadalajara,77,32963
7735,61,Guadalajara,74,15019
7736,27,Guadalajara,82,27470
7737,48,Monterrey,87,32191
7738,23,Guadalajara,63,47833
7739,18,Toluca,60,31349
7740,24,Puebla,51,13391
7741,44,CDMX,79,34658
7742,38,Toluca,79,13369
7743,45,Guadalajara,53,43310
7744,33,Puebla,62,14122
7745,63,CDMX,56,16928
7746,40,Toluca,87,39804
7747,37,CDMX,52,47445
7748,55,Monterrey,58,43318
7749,42,Guadalajara,63,42031
7750,45,Toluca,60,47875
7751,22,Toluca,86,44094
7752,38,Puebla,63,29591
7753,35,Puebla,68,18891
7754,64,Puebla,57,48894
7755,23,CDMX,56,46796
7756,46,Guadalajara,56,12721
7757,36,CDMX,52,23541
7758,50,Guadalajara,52,31152
7759,18,Toluca,67,12123
7760,62,CDMX,94,10812
7761,20,CDMX,82,41112
7762,59,CDMX,86,25840
7763,38,Monterrey,77,6208
7764,52,Guadalajara,85,23242
7765,58,Guadalajara,65,24087
7766,57,CDMX,64,6971
7767,20,Monterrey,78,34795
7768,42,CDMX,67,38881
7769,62,Guadalajara,98,5983
7770,55,Toluca,95,34941
7771,62,Monterrey,95,16502
7772,37,Monterrey,68,33577
7773,61,CDMX,78,48731
7774,62,Toluca,55,15354
7775,51,Guadalajara,94,7127
7776,38,Puebla,99,25023
7777,40,Guadalajara,96,33850
7778,23,Guadalajara,76,28860
7779,30,Toluca,56,38328
7780,40,Monterrey,76,11652
7781,26,Guadalajara,68,35979
7782,34,Monterrey,66,47769
7783,19,Toluca,90,25771
7784,36,Toluca,60,46250
7785,36,CDMX,54,39677
7786,24,Puebla,51,44998
7787,59,Toluca,96,17881
7788,59,Toluca,61,22331
7789,37,Monterrey,91,15719
7790,26,Toluca,91,39116
7791,34,Guadalajara,60,13572
7792,44,CDMX,59,14896
7793,64,CDMX,77,38077
7794,19,Guadalajara,56,24798
7795,53,Toluca,63,10789
7796,36,Puebla,62,14690
7797,34,Toluca,54,48854
7798,22,CDMX,91,44336
7799,56,Puebla,57,46620
7800,35,Monterrey,99,24831
7801,24,Monterrey,50,31073
7802,34,Toluca,54,15264
7803,56,Toluca,60,21049
7804,53,Puebla,92,16628
7805,57,Puebla,97,7142
7806,62,Toluca,59,19843
7807,21,CDMX,64,34236
7808,55,Monterrey,88,47565
7809,42,Puebla,96,26123
7810,22,CDMX,78,31007
7811,47,Toluca,74,19825
7812,29,Guadalajara,97,15142
7813,21,Puebla,55,33498
7814,41,Guadalajara,60,38226
7815,46,CDMX,66,45348
7816,26,Monterrey,64,32524
7817,21,CDMX,65,20298
7818,41,Monterrey,51,17135
7819,31,CDMX,85,12380
7820,22,Puebla,68,31589
7821,35,Puebla,87,37466
7822,59,Guadalajara,99,41788
7823,36,CDMX,70,29920
7824,29,CDMX,60,10643
7825,35,Guadalajara,90,21729
7826,34,Toluca,52,46284
7827,47,CDMX,83,11610
7828,41,CDMX,67,23522
7829,28,CDMX,64,25773
7830,52,Toluca,74,16804
7831,40,Puebla,99,12816
7832,34,Guadalajara,64,32473
7833,18,Toluca,79,16932
7834,32,Monterrey,66,22494
7835,49,Monterrey,67,28709
7836,26,Toluca,80,35189
7837,32,Toluca,99,35905
7838,45,Puebla,92,11487
7839,41,Monterrey,67,22204
7840,52,Guadalajara,84,10988
7841,39,CDMX,62,32364
7842,44,CDMX,63,43403
7843,36,Puebla,85,26048
7844,62,Puebla,67,12093
7845,29,Monterrey,54,42372
7846,37,Guadalajara,63,22947
7847,18,Guadalajara,74,35735
7848,38,Toluca,93,34196
7849,62,Puebla,88,27727
7850,18,CDMX,61,47167
7851,27,CDMX,89,29884
7852,64,Monterrey,77,39607
7853,49,CDMX,84,12675
7854,56,Guadalajara,50,49312
7855,39,Guadalajara,52,45769
7856,35,Puebla,92,14575
7857,63,Monterrey,99,40074
7858,49,CDMX,56,30756
7859,44,Puebla,58,15664
7860,45,Toluca,85,20114
7861,35,Toluca,72,26524
7862,56,CDMX,73,16159
7863,46,CDMX,59,18299
7864,35,CDMX,99,33032
7865,61,Guadalajara,97,46397
7866,25,CDMX,61,5455
7867,48,Toluca,68,47529
7868,51,CDMX,81,47578
7869,24,Monterrey,73,49572
7870,53,Toluca,71,39280
7871,35,Monterrey,52,9738
7872,55,Toluca,89,37266
7873,26,Puebla,76,21775
7874,26,Toluca,68,40389
7875,63,Toluca,58,20718
7876,25,Monterrey,98,11176
7877,52,Monterrey,62,14112
7878,35,Toluca,51,27103
7879,22,Toluca,85,43809
7880,31,Guadalajara,78,32033
7881,45,Puebla,60,24984
7882,47,Puebla,83,36742
7883,21,CDMX,53,42978
7884,56,Toluca,53,9508
7885,37,Toluca,50,44210
7886,42,Toluca,74,11216
7887,45,Toluca,75,29269
7888,29,Puebla,60,5260
7889,19,Monterrey,72,11833
7890,60,Guadalajara,51,14527
7891,31,Monterrey,68,10944
7892,39,Monterrey,78,27518
7893,48,Puebla,89,28259
7894,40,Guadalajara,53,34860
7895,37,Toluca,65,36559
7896,55,Puebla,96,38102
7897,21,Puebla,86,12669
7898,32,Guadalajara,76,40547
7899,41,CDMX,54,30379
7900,42,Puebla,64,28712
7901,18,Monterrey,72,24191
7902,24,Monterrey,98,18259
7903,48,Toluca,52,42958
7904,29,Puebla,67,30516
7905,59,Toluca,92,40931
7906,22,Puebla,75,14094
7907,61,Guadalajara,55,16624
7908,59,Puebla,93,28872
7909,55,CDMX,66,37791
7910,29,Monterrey,95,9652
7911,56,Guadalajara,87,40516
7912,35,Monterrey,91,30972
7913,19,Toluca,97,13095
7914,27,Guadalajara,99,8357
7915,32,CDMX,76,17096
7916,47,Monterrey,69,13095
7917,61,Puebla,55,15680
7918,34,Puebla,84,45851
7919,21,Puebla,61,33242
7920,24,Guadalajara,97,31333
7921,58,CDMX,52,18169
7922,48,CDMX,97,29539
7923,56,CDMX,53,44837
7924,51,Monterrey,94,26722
7925,23,Guadalajara,53,23916
7926,55,Puebla,53,43105
7927,62,Monterrey,88,8773
7928,51,CDMX,70,34945
7929,61,Puebla,93,26045
7930,32,Guadalajara,51,7057
7931,31,Toluca,65,22061
7932,23,CDMX,56,18138
7933,54,CDMX,68,40742
7934,49,CDMX,92,29860
7935,20,CDMX,82,20903
7936,20,Puebla,58,34042
7937,39,Guadalajara,86,44212
7938,39,Monterrey,66,23224
7939,27,Puebla,76,6878
7940,20,Guadalajara,82,44057
7941,29,Monterrey,98,14802
7942,46,CDMX,61,33538
7943,34,Guadalajara,94,28603
7944,24,CDMX,60,20037
7945,30,Guadalajara,62,16690
7946,19,Toluca,80,15323
7947,21,CDMX,62,8314
7948,27,CDMX,87,39146
7949,56,CDMX,75,19356
7950,41,Puebla,80,16269
7951,34,Monterrey,71,48974
7952,23,CDMX,55,10340
7953,36,CDMX,69,49852
7954,22,Puebla,70,47675
7955,49,Puebla,59,38220
7956,27,Toluca,68,46301
7957,26,Guadalajara,84,5392
7958,44,CDMX,75,10471
7959,30,Guadalajara,56,13137
7960,36,Puebla,86,18997
7961,38,Puebla,57,24434
7962,41,Toluca,54,46930
7963,55,Monterrey,93,35278
7964,21,Puebla,85,15397
7965,41,CDMX,77,36530
7966,52,Toluca,99,9794
7967,20,Monterrey,52,28794
7968,21,Toluca,88,21549
7969,54,Puebla,57,46214
7970,57,Monterrey,64,46261
7971,52,Guadalajara,76,11363
7972,48,Monterrey,98,49063
7973,61,CDMX,85,13079
7974,42,Guadalajara,65,17032
7975,57,Guadalajara,75,48516
7976,30,CDMX,94,6505
7977,21,Guadalajara,93,14448
7978,63,Puebla,53,18240
7979,31,Monterrey,61,45177
7980,30,Monterrey,66,35739
7981,44,CDMX,90,37977
7982,23,Puebla,93,25177
7983,34,Guadalajara,75,24431
7984,53,Monterrey,80,7119
7985,57,Monterrey,64,5177
7986,52,Monterrey,83,39314
7987,34,Monterrey,78,15226
7988,58,Toluca,58,29874
7989,19,CDMX,63,35985
7990,30,Guadalajara,85,32143
7991,19,Guadalajara,53,17231
7992,45,CDMX,87,19016
7993,60,Puebla,86,19134
7994,43,CDMX,73,19082
7995,39,Monterrey,66,12775
7996,64,Monterrey,62,21175
7997,60,CDMX,69,19133
7998,20,CDMX,66,47383
7999,52,Guadalajara,76,27427
8000,29,Guadalajara,82,19837
8001,41,Toluca,70,15546
8002,22,Toluca,66,29992
8003,37,Monterrey,71,15748
8004,56,Toluca,74,30496
8005,56,Toluca,52,6553
8006,30,Puebla,76,30241
8007,58,CDMX,76,7469
8008,62,Guadalajara,95,6474
8009,29,Toluca,61,36109
8010,30,Guadalajara,64,27861
8011,27,Toluca,87,38105
8012,50,Toluca,69,44759
8013,57,Monterrey,71,49119
8014,33,Puebla,51,38855
8015,62,CDMX,53,39061
8016,52,CDMX,94,46616
8017,20,Monterrey,62,35072
8018,22,Monterrey,81,10964
8019,43,CDMX,71,40596
8020,28,CDMX,74,11472
8021,24,Puebla,76,25357
8022,27,Toluca,66,28045
8023,59,Puebla,55,11564
8024,51,CDMX,92,6336
8025,20,Toluca,65,48316
8026,25,CDMX,57,20181
8027,48,Puebla,82,39435
8028,28,Puebla,59,33606
8029,62,Puebla,83,6212
8030,24,Toluca,68,7768
8031,62,Guadalajara,63,34737
8032,19,Guadalajara,52,32634
8033,23,CDMX,90,14589
8034,58,Toluca,72,31794
8035,49,Monterrey,89,41444
8036,37,Guadalajara,60,23694
8037,51,Toluca,96,12085
8038,33,Toluca,55,23211
8039,42,Guadalajara,83,27669
8040,29,Toluca,50,24603
8041,24,Toluca,84,28155
8042,56,Guadalajara,74,42456
8043,34,Puebla,78,9511
8044,62,CDMX,72,23456
8045,28,Monterrey,67,28154
8046,23,CDMX,63,33765
8047,40,Puebla,66,23714
8048,44,Puebla,51,38453
8049,63,Toluca,80,38452
8050,23,CDMX,68,32513
8051,55,Puebla,81,36535
8052,19,CDMX,77,33287
8053,39,Puebla,90,13532
8054,37,Monterrey,57,17891
8055,42,Puebla,91,38501
8056,32,CDMX,90,6496
8057,46,Toluca,89,20154
8058,25,CDMX,88,16146
8059,54,Guadalajara,71,10450
8060,50,CDMX,73,42403
8061,39,Monterrey,87,23116
8062,64,Monterrey,51,48995
8063,22,Monterrey,90,32289
8064,56,Puebla,90,28109
8065,35,Monterrey,68,44071
8066,55,CDMX,90,48439
8067,54,Toluca,51,29415
8068,47,Monterrey,77,22803
8069,48,CDMX,81,15181
8070,27,Puebla,68,37716
8071,32,Puebla,65,9710
8072,59,Toluca,79,46447
8073,61,Toluca,71,33395
8074,35,CDMX,63,18500
8075,40,Toluca,50,39209
8076,50,Toluca,94,40158
8077,33,Puebla,51,6384
8078,55,CDMX,71,23540
8079,52,Toluca,95,9396
8080,51,CDMX,82,6391
8081,45,Monterrey,64,21652
8082,19,Puebla,99,25301
8083,47,Puebla,90,14716
8084,30,Puebla,71,20568
8085,58,Guadalajara,89,13669
8086,33,CDMX,88,9271
8087,22,Monterrey,90,20228
8088,45,Toluca,90,19256
8089,56,Monterrey,60,30185
8090,62,CDMX,53,28386
8091,37,Puebla,56,29152
8092,41,Guadalajara,70,27267
8093,44,CDMX,56,17779
8094,47,CDMX,53,19434
8095,62,Toluca,61,34000
8096,44,Monterrey,76,32973
8097,43,Monterrey,66,42861
8098,24,Toluca,69,11438
8099,59,Guadalajara,80,17729
8100,64,Puebla,75,34466
8101,55,Puebla,80,31407
8102,22,Guadalajara,84,34562
8103,40,Toluca,58,27558
8104,45,CDMX,54,30730
8105,51,Monterrey,97,47711
8106,32,CDMX,57,32061
8107,49,Monterrey,70,26829
8108,43,CDMX,65,40101
8109,48,Toluca,65,42154
8110,36,Toluca,67,17655
8111,26,Guadalajara,96,25965
8112,46,CDMX,77,21316
8113,56,CDMX,67,13359
8114,21,Guadalajara,63,19172
8115,20,Guadalajara,97,8542
8116,46,Toluca,86,20529
8117,28,Toluca,89,13054
8118,50,CDMX,65,44682
8119,55,Toluca,70,45281
8120,28,Toluca,50,13269
8121,44,CDMX,60,16090
8122,50,Guadalajara,60,6108
8123,38,CDMX,51,26140
8124,56,Puebla,81,6224
8125,48,CDMX,68,17876
8126,55,Puebla,54,20097
8127,63,CDMX,52,13756
8128,19,Puebla,77,7859
8129,44,Puebla,75,29877
8130,53,CDMX,72,19628
8131,28,Toluca,79,17581
8132,64,Monterrey,57,13300
8133,35,Toluca,85,7412
8134,18,Puebla,78,40415
8135,52,CDMX,62,32301
8136,52,CDMX,74,18805
8137,48,CDMX,71,8338
8138,45,CDMX,95,10804
8139,56,Monterrey,82,34309
8140,18,Guadalajara,86,25197
8141,42,Puebla,56,17392
8142,60,Monterrey,72,15448
8143,55,Toluca,55,25029
8144,37,Guadalajara,64,32097
8145,20,Guadalajara,64,41185
8146,19,CDMX,89,21395
8147,35,Monterrey,83,27993
8148,61,Toluca,63,24529
8149,27,CDMX,78,22258
8150,22,CDMX,65,32009
8151,26,Puebla,78,12303
8152,19,Guadalajara,72,9650
8153,51,Toluca,59,17177
8154,55,Guadalajara,96,18747
8155,48,Monterrey,53,36782
8156,27,Puebla,61,28181
8157,29,CDMX,91,26823
8158,53,Puebla,83,19182
8159,38,CDMX,53,44776
8160,64,Puebla,69,18276
8161,23,CDMX,77,14771
8162,20,Guadalajara,77,16963
8163,27,Guadalajara,55,29928
8164,22,Guadalajara,63,45930
8165,63,Guadalajara,84,19849
8166,43,Puebla,96,31082
8167,38,CDMX,50,8487
8168,62,Guadalajara,68,31605
8169,43,Puebla,50,15038
8170,55,CDMX,62,45305
8171,61,Puebla,57,7390
8172,43,Guadalajara,67,41798
8173,25,Monterrey,84,45260
8174,22,Puebla,72,8438
8175,32,Guadalajara,99,40151
8176,33,Toluca,75,41135
8177,18,CDMX,90,11167
8178,33,Guadalajara,87,18172
8179,54,Toluca,69,39233
8180,20,Puebla,51,41251
8181,64,Puebla,75,21957
8182,48,Toluca,85,35360
8183,30,Toluca,74,5774
8184,33,CDMX,79,28414
8185,60,Puebla,67,25722
8186,38,Toluca,56,29405
8187,19,Monterrey,76,41698
8188,44,Monterrey,60,32256
8189,55,Toluca,86,26344
8190,43,CDMX,57,39988
8191,55,Puebla,60,39207
8192,63,Monterrey,73,45192
8193,42,Toluca,79,13905
8194,28,Toluca,79,44468
8195,25,Guadalajara,64,30151
8196,25,Toluca,84,27723
8197,50,CDMX,88,43278
8198,24,Monterrey,73,16173
8199,55,Guadalajara,57,49724
8200,38,Monterrey,92,18130
8201,25,Monterrey,91,31952
8202,38,CDMX,69,15937
8203,37,Toluca,90,46702
8204,25,CDMX,96,44496
8205,63,Toluca,75,25534
8206,48,Guadalajara,73,28794
8207,46,CDMX,71,29985
8208,26,CDMX,54,24391
8209,32,Puebla,64,32528
8210,47,CDMX,85,11870
8211,43,Puebla,86,26518
8212,27,Toluca,78,42010
8213,46,Toluca,64,26993
8214,33,Toluca,76,47639
8215,53,Puebla,98,34720
8216,37,Toluca,57,29162
8217,62,Monterrey,78,14906
8218,54,CDMX,68,22581
8219,39,Puebla,80,36289
8220,24,Toluca,58,21205
8221,40,Monterrey,59,45854
8222,58,CDMX,86,16408
8223,57,CDMX,59,32532
8224,46,Toluca,82,8193
8225,33,Monterrey,74,45986
8226,55,Puebla,53,10220
8227,45,Toluca,54,24357
8228,55,CDMX,72,44299
8229,48,CDMX,88,24549
8230,31,CDMX,54,22474
8231,50,Toluca,57,5141
8232,26,Guadalajara,66,21650
8233,44,Guadalajara,50,45487
8234,41,Guadalajara,99,25694
8235,30,Monterrey,61,46448
8236,43,Toluca,84,46455
8237,46,CDMX,63,21863
8238,60,Monterrey,97,7690
8239,45,Guadalajara,67,26320
8240,45,Puebla,59,7427
8241,25,Monterrey,64,30419
8242,40,Monterrey,91,45832
8243,46,Toluca,82,40983
8244,22,Monterrey,68,27365
8245,59,Toluca,83,8911
8246,24,Puebla,94,25461
8247,59,CDMX,74,5649
8248,53,CDMX,65,31469
8249,58,Guadalajara,57,32826
8250,44,Guadalajara,84,20503
8251,63,Puebla,70,48346
8252,19,CDMX,68,26962
8253,42,Guadalajara,95,45884
8254,26,Monterrey,60,39122
8255,44,Toluca,93,22677
8256,18,Guadalajara,60,24642
8257,40,Puebla,60,7713
8258,27,CDMX,71,13595
8259,59,Puebla,70,18779
8260,42,Toluca,76,17164
8261,20,Toluca,67,6546
8262,23,Puebla,91,40374
8263,23,Guadalajara,97,31428
8264,19,Guadalajara,89,41974
8265,35,CDMX,87,36707
8266,40,CDMX,79,30388
8267,19,Monterrey,94,41142
8268,29,Monterrey,96,30505
8269,39,CDMX,94,18173
8270,54,Monterrey,82,34580
8271,37,Puebla,70,33651
8272,56,Guadalajara,51,28318
8273,41,Monterrey,62,19627
8274,37,Monterrey,51,11078
8275,18,Puebla,92,41091
8276,18,Toluca,94,13366
8277,34,CDMX,80,19444
8278,18,Puebla,59,44873
8279,62,Toluca,72,22747
8280,47,Puebla,71,32471
8281,58,Guadalajara,96,14229
8282,64,Puebla,78,45257
8283,20,Puebla,82,21304
8284,63,Guadalajara,80,29335
8285,28,CDMX,63,7090
8286,41,Toluca,59,37368
8287,39,Monterrey,67,15944
8288,61,CDMX,60,36752
8289,62,Puebla,88,37916
8290,43,Monterrey,96,25817
8291,30,Guadalajara,52,10098
8292,18,CDMX,51,6133
8293,41,Toluca,57,47067
8294,27,CDMX,80,33670
8295,52,CDMX,57,40974
8296,41,Monterrey,92,6109
8297,45,Guadalajara,97,33755
8298,53,Guadalajara,51,47937
8299,33,CDMX,71,29802
8300,57,Guadalajara,54,48899
8301,33,Monterrey,56,46972
8302,34,Monterrey,69,8106
8303,32,Toluca,77,41704
8304,33,Guadalajara,62,48762
8305,32,Toluca,51,14658
8306,51,Puebla,81,21340
8307,28,Monterrey,75,48948
8308,18,CDMX,52,13461
8309,32,Monterrey,90,27933
8310,43,Puebla,91,47491
8311,21,CDMX,62,13495
8312,60,Guadalajara,70,37291
8313,22,Guadalajara,94,18097
8314,52,Monterrey,86,26532
8315,30,CDMX,72,36110
8316,27,CDMX,56,45702
8317,28,Toluca,66,29717
8318,35,Puebla,77,43543
8319,51,Guadalajara,96,46768
8320,56,Monterrey,79,22331
8321,58,CDMX,54,48252
8322,59,Guadalajara,73,48883
8323,40,Monterrey,56,36631
8324,24,Guadalajara,83,44940
8325,56,Monterrey,99,26399
8326,20,Guadalajara,91,30514
8327,29,Toluca,82,7496
8328,24,Puebla,76,35985
8329,43,Guadalajara,63,24946
8330,50,Puebla,68,44161
8331,54,Guadalajara,97,26434
8332,32,CDMX,87,43178
8333,19,Toluca,61,38310
8334,58,Toluca,52,15871
8335,24,Puebla,56,18390
8336,49,CDMX,84,16146
8337,21,Monterrey,74,29107
8338,37,Toluca,98,20479
8339,53,CDMX,64,16183
8340,49,CDMX,68,23996
8341,45,Puebla,68,33224
8342,30,CDMX,72,15309
8343,18,CDMX,60,21173
8344,52,Monterrey,70,15872
8345,47,Puebla,83,44800
8346,53,Puebla,88,36946
8347,42,CDMX,56,32424
8348,33,Monterrey,91,27707
8349,36,Guadalajara,93,9688
8350,18,Toluca,76,17854
8351,22,Puebla,99,42554
8352,39,Monterrey,72,8681
8353,41,Monterrey,87,26613
8354,60,CDMX,69,24879
8355,62,Toluca,76,46624
8356,54,Puebla,57,11078
8357,53,Guadalajara,86,36356
8358,53,CDMX,52,32941
8359,21,Puebla,51,6416
8360,53,Puebla,71,24492
8361,35,Monterrey,55,30425
8362,33,Toluca,88,38675
8363,58,Guadalajara,89,13507
8364,35,Toluca,85,18573
8365,39,Monterrey,93,33698
8366,19,Guadalajara,73,47478
8367,38,Guadalajara,61,23318
8368,53,CDMX,66,43719
8369,61,Guadalajara,71,9344
8370,56,Puebla,68,35992
8371,64,Toluca,58,45194
8372,56,Toluca,61,14993
8373,46,CDMX,81,44102
8374,43,Guadalajara,80,24006
8375,38,Monterrey,66,14048
8376,34,Puebla,72,26949
8377,33,CDMX,59,15068
8378,48,Guadalajara,79,22909
8379,26,Monterrey,68,36335
8380,48,Guadalajara,75,39184
8381,31,CDMX,75,6794
8382,54,Monterrey,60,32641
8383,19,Monterrey,69,7720
8384,63,Monterrey,94,11826
8385,31,Monterrey,53,33780
8386,50,Guadalajara,96,44563
8387,52,Monterrey,61,42844
8388,56,Guadalajara,74,11369
8389,64,Monterrey,59,46312
8390,37,Monterrey,71,49191
8391,19,CDMX,56,47387
8392,58,Guadalajara,73,10826
8393,36,Guadalajara,51,7192
8394,54,Toluca,81,24920
8395,35,CDMX,70,28683
8396,33,Guadalajara,56,30692
8397,21,CDMX,57,40088
8398,29,CDMX,87,29255
8399,46,CDMX,70,21917
8400,24,Puebla,57,14409
8401,31,Guadalajara,74,20529
8402,29,CDMX,77,19795
8403,52,Puebla,77,16180
8404,22,Puebla,80,26735
8405,34,Monterrey,85,23363
8406,59,Monterrey,74,23460
8407,49,Guadalajara,90,49036
8408,27,Monterrey,86,15136
8409,60,Guadalajara,87,16291
8410,34,Puebla,61,44009
8411,22,Puebla,86,17549
8412,62,Guadalajara,86,17021
8413,59,Monterrey,80,9114
8414,26,Monterrey,67,7584
8415,50,Guadalajara,75,14740
8416,53,Toluca,55,39256
8417,53,Monterrey,58,25043
8418,35,CDMX,60,35743
8419,26,Monterrey,80,18319
8420,46,Toluca,95,37995
8421,31,Puebla,51,25855
8422,42,Puebla,78,10242
8423,32,Puebla,95,29007
8424,23,Monterrey,91,34407
8425,59,Puebla,54,19850
8426,46,Toluca,72,26312
8427,32,Toluca,85,19094
8428,46,Monterrey,56,45083
8429,21,CDMX,62,17988
8430,35,Monterrey,91,18198
8431,61,Puebla,59,5698
8432,56,Monterrey,85,5437
8433,33,Toluca,65,27203
8434,28,Monterrey,64,20995
8435,31,Monterrey,92,43948
8436,20,CDMX,68,14876
8437,59,Toluca,70,23537
8438,55,Guadalajara,84,17902
8439,62,Guadalajara,64,27759
8440,59,Toluca,97,32490
8441,35,Guadalajara,63,26520
8442,37,Puebla,78,10278
8443,42,Guadalajara,54,38727
8444,55,Puebla,98,15031
8445,30,Toluca,67,29853
8446,21,Guadalajara,50,25604
8447,31,Guadalajara,76,45355
8448,50,Puebla,76,30919
8449,45,Puebla,74,26154
8450,54,Monterrey,90,13906
8451,25,CDMX,70,19298
8452,61,Guadalajara,63,47465
8453,51,CDMX,69,6347
8454,61,CDMX,77,10008
8455,22,Guadalajara,70,29553
8456,22,Puebla,72,32018
8457,48,Monterrey,60,9868
8458,62,Toluca,51,35905
8459,26,Guadalajara,69,8960
8460,59,Guadalajara,73,14944
8461,49,Toluca,74,7505
8462,50,CDMX,86,28759
8463,20,Monterrey,71,23121
8464,47,CDMX,73,24063
8465,29,Toluca,64,36559
8466,46,Toluca,61,10760
8467,20,Monterrey,95,46871
8468,43,Toluca,80,18081
8469,47,Toluca,92,38126
8470,26,Monterrey,80,35961
8471,43,Guadalajara,79,43721
8472,19,CDMX,90,38844
8473,20,Guadalajara,69,19088
8474,63,Guadalajara,57,12236
8475,21,CDMX,93,43439
8476,42,Guadalajara,79,27148
8477,30,Monterrey,84,42742
8478,56,CDMX,70,41295
8479,61,Puebla,96,47564
8480,52,Guadalajara,89,38843
8481,40,Toluca,77,25432
8482,26,CDMX,88,21712
8483,19,Puebla,66,19433
8484,58,Toluca,61,32808
8485,61,Puebla,99,41245
8486,48,Guadalajara,67,44892
8487,61,Toluca,96,22386
8488,64,Guadalajara,77,30152
8489,19,Toluca,52,29902
8490,49,CDMX,64,37662
8491,35,Monterrey,65,19702
8492,30,Monterrey,71,40589
8493,63,Puebla,98,47425
8494,22,Toluca,80,49185
8495,59,Guadalajara,80,31857
8496,61,CDMX,50,23764
8497,27,CDMX,60,13686
8498,60,CDMX,55,7416
8499,42,Monterrey,72,30729
8500,51,Guadalajara,58,37671
8501,54,CDMX,65,7142
8502,47,CDMX,87,24772
8503,24,Puebla,93,30377
8504,23,Toluca,68,48002
8505,20,Toluca,94,5207
8506,30,Toluca,62,15846
8507,20,Puebla,81,46432
8508,43,Monterrey,85,26511
8509,41,Puebla,58,29711
8510,23,CDMX,95,42124
8511,60,Guadalajara,95,30746
8512,59,CDMX,98,11024
8513,29,CDMX,86,35392
8514,53,Guadalajara,80,45373
8515,19,Toluca,80,39204
8516,28,Puebla,68,49531
8517,56,Monterrey,51,27759
8518,51,CDMX,94,31724
8519,43,CDMX,81,46466
8520,35,Monterrey,92,15797
8521,38,Puebla,83,30021
8522,53,CDMX,50,40549
8523,57,Monterrey,70,38211
8524,63,CDMX,52,47500
8525,61,Toluca,76,48730
8526,39,Toluca,93,38334
8527,47,CDMX,56,24986
8528,60,CDMX,82,23320
8529,47,Toluca,58,41951
8530,25,CDMX,79,45694
8531,51,Puebla,67,47612
8532,64,Puebla,75,43569
8533,26,Guadalajara,69,21021
8534,37,Puebla,87,26199
8535,57,CDMX,90,10500
8536,42,CDMX,80,34666
8537,36,Monterrey,57,10402
8538,22,Puebla,72,28371
8539,28,Toluca,99,42549
8540,32,Toluca,74,40454
8541,25,Guadalajara,96,20515
8542,36,Monterrey,50,22587
8543,40,Toluca,95,42824
8544,44,Guadalajara,67,48897
8545,57,Puebla,68,12057
8546,49,Monterrey,91,17099
8547,43,Monterrey,55,27097
8548,44,CDMX,66,10183
8549,36,Puebla,95,25463
8550,59,Monterrey,94,36060
8551,46,Guadalajara,57,21696
8552,56,Toluca,91,13354
8553,58,Puebla,58,22912
8554,50,Puebla,86,34361
8555,36,Monterrey,76,26880
8556,54,Monterrey,85,47525
8557,36,Monterrey,55,20760
8558,50,Guadalajara,55,9768
8559,64,CDMX,94,28951
8560,33,Monterrey,53,38166
8561,40,CDMX,71,22431
8562,24,CDMX,89,23326
8563,43,Puebla,76,32706
8564,49,Toluca,86,38007
8565,29,Toluca,51,31934
8566,25,Guadalajara,58,44232
8567,22,Guadalajara,60,38439
8568,59,Toluca,69,37224
8569,45,Toluca,92,29303
8570,22,Puebla,88,40229
8571,43,Puebla,63,32969
8572,22,Toluca,75,25532
8573,39,Monterrey,87,38855
8574,32,Monterrey,79,11776
8575,30,Puebla,85,14334
8576,45,CDMX,87,42892
8577,50,Toluca,84,33484
8578,60,Guadalajara,55,33831
8579,40,Monterrey,52,49919
8580,50,CDMX,50,28665
8581,60,Monterrey,67,34205
8582,35,CDMX,72,12054
8583,47,Toluca,81,48468
8584,43,Toluca,78,6028
8585,33,Toluca,72,15368
8586,30,Puebla,85,26435
8587,56,CDMX,55,22054
8588,50,Guadalajara,66,42362
8589,43,Guadalajara,67,19611
8590,18,Toluca,80,18394
8591,55,Guadalajara,55,39623
8592,19,Monterrey,83,35748
8593,23,CDMX,93,36724
8594,63,CDMX,93,48038
8595,55,CDMX,76,31582
8596,59,Monterrey,85,18597
8597,41,Puebla,97,14880
8598,35,Monterrey,91,25815
8599,44,CDMX,74,21953
8600,58,CDMX,59,27840
8601,25,CDMX,88,17886
8602,45,Guadalajara,95,16966
8603,27,Puebla,88,30440
8604,34,Monterrey,61,11514
8605,46,CDMX,60,42668
8606,23,Toluca,98,10349
8607,31,Puebla,92,6029
8608,39,Toluca,52,11616
8609,23,Puebla,71,39764
8610,43,CDMX,53,30824
8611,56,Puebla,57,31712
8612,29,Puebla,63,23471
8613,52,CDMX,69,30256
8614,31,Toluca,73,38142
8615,39,Toluca,63,49329
8616,40,Guadalajara,77,8045
8617,24,Toluca,65,19728
8618,57,Toluca,81,34713
8619,42,Puebla,96,18838
8620,30,Guadalajara,61,27659
